Categories,Headlines
Sports,Indian men's team to resume international hockey with Europe tour
Sports,Pandemic-hit hockey nationals to begin in March after a year's break
Sports,Matches against quality teams great opportunity to test ourselves: Sreejesh
Sports,India men’s hockey team beats Germany 6-1 in first match for over a year
Sports,Hat-trick of defeats: Indian women lose 0-2 to Germany in 3rd game
Sports,Mo Farah to run 2019 London Marathon
Sports,900 people run blindfolded across India for a Marathon
Sports,Eliud Kipchoge to make new sub-two hour marathon attempt
Sports,Chess Federation Backs Soumya Swaminathan On Decision To Withdraw From Iran Event
Sports,"World Youth Chess Championship: Praggnanandhaa, Mitrabha Guha Slip To Second Spot"
Sports,"World Youth Chess Championship 2019: R Praggnanandhaa Wins Open Under-18 Gold, India Bag Seven Medals"
Sports,Chess Grandmaster Magnus Carlsen In Top 10 Of Fantasy Premier League
Sports,"Indian Embassy In Touch With Viswanathan Anand, Wife Hoping He ""Returns Soon"""
Sports,India Draw With Europe After Win Against Rest Of World In Online Nations Cup Chess Tournament
Sports,"Viswanathan Anand's Struggle Continues, Suffers 6th Straight Defeat In Legends Of Chess Tournament"
Sports,Viswanathan Anand Suffers Seventh Defeat In Legends Of Chess Tournament
Sports,Online Chess Olympiad: India Notch Up Three Easy Wins
Sports,"Online Chess Olympiad: R Praggnanandhaa, Divya Deshmukh Star As India Stun China To Reach Quarters"
Sports,"Koneru Humpy Wins Armageddon, Helps India Reach Final Of Online Chess Olympiad"
Sports,"WWE Raw Results: Edge slays Orton with help from Alexa Bliss, Sheamus turns on McIntyre"
Sports,"WWE Royal Rumble Results: Edge, Bianca Belair are on the road to Wrestlemania"
Sports,"Inspired by Muhammad Ali, Anthony Joshua hints at WWE future"
Sports,WWE RAW Results: Bobby Lashley confirmed as The Miz’s first challenger
Sports,WWE Raw Results: Bobby Lashley begins The All Mighty Era with Championship victory
Sports,Wrestler Lance Von Erich claims he was in a train bombed after Babri Masjid demolition
Sports,"WWE RAW Results: Randy Orton vs Alexa Bliss confirmed, Strowman slimed"
Sports,From LeBron James to John Cena: How Austin 3:16 Day was a celebration
Sports,"WWE Fastlane Results: The Fiend returns, Roman Reigns remains head of the table"
Sports,"Andrade granted WWE release, Charlotte Flair reveals reason behind her absence"
Sports,WWE Hall of Fame 2021: Batista won’t be inducted this year
Sports,Serena v Osaka: Power-hitters clash in blockbuster Australian Open semifinal
Sports,Australian Open 2021 Women’s Final Live Streaming: When and where to watch Osaka vs Brady
Sports,"Australian Open 2021 Women’s Final Highlights: Osaka downs Brady with 6-4, 6-3 win"
Sports,Australian Open: Naomi Osaka beats Jen Brady for fourth Grand Slam
Sports,Australian Open 2021 Men’s Final Live Streaming: When and where to watch Djokovic vs Medvedev
Sports,Sania Mirza says Tokyo Olympics medal dream motivated her return to court
Sports,Roger Federer feels ‘pumped up’ to return to competition at Doha Open
Sports,Sumit Nagal crashes out of Argentina Open quater-final but not without fight
Sports,"Roger Federer feels his story is unfinished, eyes full fitness by Wimbledon"
Sports,Lionel Messi surpasses Xavi to set Barcelona appearance record in Football
Sports,FIFA issue former president Sepp Blatter with second ban for financial wrongdoing
Sports,India vs Oman: Lack of strikers an issue as Indian football reboots
Sports,"World Cup qualifiers: Ronaldo scoreless as Portugal top Azerbaijan, Belgium, Czech Republic win; France draw"
Sports,India vs Oman Highlights: Manvir Singh header helps India draw 1-1 against Oman
Sports,FIFA World Cup qualifiers: Spain held by Greece; Ibrahimovic returns with Sweden
Sports,Barrier falls: Woman officiates men’s World Cup qualifiers
Sports,Sunil Chhetri shortlisted alongside 13 strikers for AFC Cup’s all-time best three
Sports,Manchester United Women win on their Old Trafford debut
Sports,Cristiano Ronaldo rages after no goal and no VAR in 2-2 draw at Serbia
Sports,"IPL Auction 2021 Highlights: Chris Morris, K Gowtham break salary records; Pujara, Tendulkar find IPL teams"
Sports,"IPL DC Team 2021 Players List: Delhi Capitals complete players list, full squad, schedule"
Sports,"IPL RCB Team 2021 Players List: Royal Challengers Bangalore complete players list, full squad, schedule"
Sports,"IPL RR Team 2021 Players List: Rajasthan Royals complete players list, full squad, schedule"
Sports,"IPL MI Team 2021 Players List: Mumbai Indians complete players list, full squad, schedule"
Sports,Akmal unbeaten cameo gives Lahore 6-wicket win over Mumbai
Sports,"ISSF World Cup: Vijayveer, Tejaswani shoot gold in 25m rapid fire pistol mixed event"
Sports,"England go to top of Cricket World Cup Super League, India at 8th"
Sports,Moving on at Miami: Naomi Osaka has won 22 consecutive matches
Sports,National Para Athletics: Sumit Antil breaks own world record in F44 javelin throw
Sports,"IPL 2021: I'm sure Rishabh Pant will be a talismanic leader, says Suresh Raina"
Sports,2nd Test: Sri Lanka make steady progress after Windies' 354
Sports,"Cristiano Ronaldo helps Portugal past Luxembourg, Belgians join Qatar protests in Belarus rout"
Sports,"Don't want to go toe-to-toe with players on IPL participation, may lose our best: Ashley Giles"
Sports,"On this day in 2001: Sachin Tendulkar became first batsman to reach 10,000 ODI runs"
Sports,"Looking forward to another unbeaten tour, in Argentina: Manpreet Singh"
Sports,Baseball by the Bay
Sports,USA-Canada border skirmish - Rugby
Sports,Butler reaches NCAA final - Basketball
Sports,Tiger Woods falls apart - Baseball
Sports,Stephen Curry has the Best Free Throw Percentage in NBA History
Sports,"2021 Sentry Match of Champions odds: Shocking PGA picks, predictions from mannequin that nailed six majors"
Sports,"NFL playoff odds for Wild Card Weekend: Line, spreads, totals for all six postseason video games"
Sports,Dwyane Wade hits LeBron James for the alley-oop of the decade
Sports,Conor McGregor makes his boxing debut against Floyd Mayweather
Sports,Zion’s shoe explodes
Sports,USA curling takes gold at the Winter Olympics
Sports,Army defeats Navy for the first time in 15 years
Sports,Ronda Rousey secures the armbar on Miesha Tate
Sports,Jordan Spieth pulls off the shot of the decade at the British Open
Sports,India face Olympic hockey champions Argentina in FIH Pro League restart
Sports,Important to play simple hockey and not do anything too dramatic: Rupinder
Sports,20 percent away from Olympic medal level but we are on right track: Graham Reid
Sports,Skipper Manpreet returns to lead India in Argentina
Sports,Indian men's hockey team leaves for Argentina to play FIH Pro League matches
Sports,Tours of Argentina and Germany helped us fine-tune our game: Savita
Sports,Indian men's core probable group to report for national camp on Saturday
Sports,India beat Great Britain 3-2 to end Europe tour on unbeaten note
Sports,Simranjeet's late strike helps India hold Great Britain to 1-1 draw
Sports,Indian women's hockey team ends Germany tour with 1-2 defeat
Sports,Pro League will be the perfect test ahead of Olympics: Sreejesh
Sports,India women's hockey skipper Rani Rampal talks about Argenita tour
Sports,Indian women hockey team working on PC conversion and defence: Gurjit
Sports,"Manchester United's Rashford available for Granada clash, says Solskjaer"
Sports,Real Madrid’s iconic ‘Quinta del Buitre’ side and the five-in-a-row record
Sports,Renewed Real complete transformation by blowing Liverpool away
Sports,"City gives De Bruyne new deal, reveals EPL’s highest payroll"
Sports,Liverpool will have a chance when Real come to a 'proper stadium'
Sports,"Italy to allow fans at Euros, some other hosts yet to decide"
Sports,"Karthik names his ‘favourite partner’ in IPL, speaks about his batting position"
Sports,'Don't see him in CSK first-XI': Ojha on star India batsman
Sports,BBL-winning captain ready to share winning mantra with KL Rahul in IPL 2021
Sports,IPL 2021: RCB begin training for new season
Sports,Pakistan replaces injured Shadab with Zahid Mahmood for Zimbabwe T20Is
Sports,'I was just hitting him for sixes': Hetmyer on facing India bowler in DC nets
Sports,"BCCI Apex Council meet agenda: Indian women's support staff, state T20 leagues"
